id,order_id,product_id,quantity,unit_price,line_total
8550,2839,63,1,46.73,46.73
8551,2839,130,2,42.81,85.62
8552,2839,39,1,482.82,482.82
8553,2839,133,2,178.04,356.08
8554,2839,92,1,69.63,69.63
8555,2840,153,1,194.31,194.31
8556,2840,98,3,128.3,384.9
8557,2840,53,1,246.46,246.46
8558,2841,163,1,68.11,68.11
8559,2841,187,1,116.08,116.08
8560,2841,129,1,178.0,178.0
8561,2842,45,2,113.09,226.18
8562,2842,4,3,182.27,546.81
8563,2842,63,3,46.73,140.19
8564,2842,118,1,99.93,99.93
8565,2842,74,1,389.64,389.64
8566,2843,93,3,261.86,785.58
8567,2843,178,3,123.68,371.04
8568,2843,158,3,180.49,541.47
8569,2843,169,2,393.4,786.8
8570,2843,124,3,79.78,239.34
8571,2844,121,1,42.02,42.02
8572,2845,78,3,381.65,1144.95
8573,2845,116,3,17.39,52.17
8574,2845,188,2,248.64,497.28
8575,2845,54,1,472.3,472.3
8576,2845,56,2,446.2,892.4
8577,2846,79,2,431.75,863.5
8578,2847,143,1,279.05,279.05
8579,2847,191,1,183.56,183.56
8580,2847,144,3,345.99,1037.97
8581,2847,36,3,39.37,118.11
8582,2848,190,3,127.49,382.47
8583,2849,16,1,249.01,249.01
8584,2849,30,2,35.43,70.86
8585,2850,47,3,20.8,62.4
8586,2850,88,2,158.31,316.62
8587,2850,184,2,453.06,906.12
8588,2850,171,3,223.91,671.73
8589,2850,198,1,217.54,217.54
8590,2851,67,2,311.01,622.02
8591,2851,158,2,180.49,360.98
8592,2851,98,1,128.3,128.3
8593,2851,72,2,474.33,948.66
8594,2851,134,1,380.6,380.6
8595,2852,58,3,449.02,1347.06
8596,2852,23,2,18.5,37.0
8597,2852,101,1,445.11,445.11
8598,2852,191,1,183.56,183.56
8599,2853,179,3,352.52,1057.56
8600,2853,17,2,341.0,682.0
8601,2853,153,3,194.31,582.93
8602,2853,186,1,282.61,282.61
8603,2853,76,3,379.95,1139.85
8604,2854,65,2,316.49,632.98
8605,2855,125,1,43.74,43.74
8606,2855,147,1,368.22,368.22
8607,2856,73,3,95.98,287.94
8608,2856,7,1,441.77,441.77
8609,2856,120,1,196.08,196.08
8610,2856,101,1,445.11,445.11
8611,2857,45,2,113.09,226.18
8612,2857,139,1,254.46,254.46
8613,2857,104,1,290.73,290.73
8614,2857,80,2,180.31,360.62
8615,2858,145,3,125.32,375.96
8616,2858,99,2,468.55,937.1
8617,2859,29,3,139.7,419.1
8618,2859,153,3,194.31,582.93
8619,2859,102,2,456.55,913.1
8620,2859,38,3,328.65,985.95
8621,2859,130,2,42.81,85.62
8622,2860,137,1,362.05,362.05
8623,2860,197,3,137.52,412.56
8624,2860,33,2,470.13,940.26
8625,2860,56,3,446.2,1338.6
8626,2860,134,1,380.6,380.6
8627,2861,16,2,249.01,498.02
8628,2862,101,1,445.11,445.11
8629,2862,187,2,116.08,232.16
8630,2862,23,2,18.5,37.0
8631,2862,91,3,104.85,314.55
8632,2862,103,2,270.2,540.4
8633,2863,182,3,207.05,621.15
8634,2864,135,3,200.46,601.38
8635,2865,5,1,423.7,423.7
8636,2865,180,3,28.19,84.57
8637,2865,175,1,104.48,104.48
8638,2865,68,1,14.49,14.49
8639,2866,175,1,104.48,104.48
8640,2866,52,1,147.99,147.99
8641,2867,26,1,344.47,344.47
8642,2867,88,3,158.31,474.93
8643,2867,162,2,134.66,269.32
8644,2867,99,3,468.55,1405.65
8645,2868,40,1,316.52,316.52
8646,2868,188,1,248.64,248.64
8647,2869,51,1,93.23,93.23
8648,2869,180,2,28.19,56.38
8649,2869,58,2,449.02,898.04
8650,2870,111,1,462.31,462.31
8651,2870,21,2,32.69,65.38
8652,2871,181,3,39.15,117.45
8653,2872,134,2,380.6,761.2
8654,2872,111,3,462.31,1386.93
8655,2873,172,3,403.28,1209.84
8656,2873,105,1,484.09,484.09
8657,2873,120,1,196.08,196.08
8658,2873,57,2,93.55,187.1
8659,2873,185,1,39.96,39.96
8660,2874,55,1,416.67,416.67
8661,2874,30,2,35.43,70.86
8662,2875,161,1,211.99,211.99
8663,2875,18,1,262.97,262.97
8664,2876,152,1,366.64,366.64
8665,2876,90,2,111.37,222.74
8666,2876,140,2,424.4,848.8
8667,2876,80,3,180.31,540.93
8668,2877,61,2,213.16,426.32
8669,2877,36,1,39.37,39.37
8670,2877,24,1,66.05,66.05
8671,2877,138,2,134.72,269.44
8672,2877,70,2,420.12,840.24
8673,2878,32,1,41.58,41.58
8674,2878,19,3,356.82,1070.46
8675,2878,4,1,182.27,182.27
8676,2879,53,3,246.46,739.38
8677,2880,134,3,380.6,1141.8
8678,2880,67,2,311.01,622.02
8679,2881,42,1,495.72,495.72
8680,2881,92,3,69.63,208.89
8681,2881,100,2,192.33,384.66
8682,2882,127,2,306.26,612.52
8683,2882,181,2,39.15,78.3
8684,2882,172,3,403.28,1209.84
8685,2882,47,1,20.8,20.8
8686,2882,71,1,142.99,142.99
8687,2883,21,2,32.69,65.38
8688,2883,18,2,262.97,525.94
8689,2884,127,2,306.26,612.52
8690,2884,9,1,429.13,429.13
8691,2884,89,1,265.16,265.16
8692,2884,185,3,39.96,119.88
8693,2884,183,2,152.63,305.26
8694,2885,20,2,334.23,668.46
8695,2885,189,2,133.6,267.2
8696,2885,153,3,194.31,582.93
8697,2885,175,3,104.48,313.44
8698,2885,2,3,325.42,976.26
8699,2886,62,2,280.18,560.36
8700,2887,188,1,248.64,248.64
8701,2887,195,3,480.1,1440.3
8702,2888,79,3,431.75,1295.25
8703,2888,173,2,178.5,357.0
8704,2888,142,3,138.34,415.02
8705,2889,121,2,42.02,84.04
8706,2889,70,2,420.12,840.24
8707,2889,71,2,142.99,285.98
8708,2890,151,3,77.27,231.81
8709,2890,182,3,207.05,621.15
8710,2890,20,2,334.23,668.46
8711,2890,17,3,341.0,1023.0
8712,2890,96,1,51.07,51.07
8713,2891,95,2,5.04,10.08
8714,2891,112,1,207.43,207.43
8715,2891,73,2,95.98,191.96
8716,2892,17,3,341.0,1023.0
8717,2892,12,3,366.85,1100.55
8718,2893,41,2,443.65,887.3
8719,2893,34,3,347.25,1041.75
8720,2894,27,1,383.81,383.81
8721,2894,195,2,480.1,960.2
8722,2894,111,1,462.31,462.31
8723,2894,127,3,306.26,918.78
8724,2895,73,2,95.98,191.96
8725,2895,33,2,470.13,940.26
8726,2895,170,1,208.32,208.32
8727,2895,191,1,183.56,183.56
8728,2895,154,3,407.98,1223.94
8729,2896,130,3,42.81,128.43
8730,2896,91,3,104.85,314.55
8731,2897,193,3,329.4,988.2
8732,2897,164,3,442.76,1328.28
8733,2898,153,2,194.31,388.62
8734,2898,13,3,79.51,238.53
8735,2899,92,2,69.63,139.26
8736,2899,28,2,425.43,850.86
8737,2899,167,2,57.79,115.58
8738,2899,164,1,442.76,442.76
8739,2899,162,1,134.66,134.66
8740,2900,31,1,376.4,376.4
8741,2900,119,3,241.54,724.62
8742,2900,109,2,181.06,362.12
8743,2900,27,1,383.81,383.81
8744,2901,87,2,269.86,539.72
8745,2901,55,3,416.67,1250.01
8746,2902,17,2,341.0,682.0
8747,2902,25,1,161.69,161.69
8748,2903,105,1,484.09,484.09
8749,2903,55,3,416.67,1250.01
8750,2903,91,1,104.85,104.85
8751,2903,94,2,21.78,43.56
8752,2903,137,3,362.05,1086.15
8753,2904,24,2,66.05,132.1
8754,2904,46,2,100.77,201.54
8755,2904,182,3,207.05,621.15
8756,2904,156,3,419.82,1259.46
8757,2904,151,2,77.27,154.54
8758,2905,147,3,368.22,1104.66
8759,2905,27,1,383.81,383.81
8760,2905,131,3,349.92,1049.76
8761,2905,58,3,449.02,1347.06
8762,2906,92,1,69.63,69.63
8763,2906,136,1,204.67,204.67
8764,2906,18,2,262.97,525.94
8765,2907,107,1,425.5,425.5
8766,2907,183,3,152.63,457.89
8767,2907,88,3,158.31,474.93
8768,2908,82,2,342.07,684.14
8769,2908,69,3,376.24,1128.72
8770,2908,118,1,99.93,99.93
8771,2908,112,2,207.43,414.86
8772,2908,123,1,104.34,104.34
8773,2909,111,2,462.31,924.62
8774,2910,7,1,441.77,441.77
8775,2911,68,2,14.49,28.98
8776,2911,135,2,200.46,400.92
8777,2911,110,3,377.94,1133.82
8778,2912,72,1,474.33,474.33
8779,2913,158,2,180.49,360.98
8780,2913,105,3,484.09,1452.27
8781,2913,101,2,445.11,890.22
8782,2913,126,2,264.85,529.7
8783,2914,67,1,311.01,311.01
8784,2914,89,1,265.16,265.16
8785,2914,60,1,471.21,471.21
8786,2915,87,2,269.86,539.72
8787,2915,127,2,306.26,612.52
8788,2915,51,1,93.23,93.23
8789,2916,104,2,290.73,581.46
8790,2916,89,1,265.16,265.16
8791,2916,115,2,106.18,212.36
8792,2917,186,1,282.61,282.61
8793,2917,42,2,495.72,991.44
8794,2917,67,3,311.01,933.03
8795,2918,189,3,133.6,400.8
8796,2918,130,1,42.81,42.81
8797,2918,100,1,192.33,192.33
8798,2919,107,2,425.5,851.0
8799,2919,178,2,123.68,247.36
8800,2919,93,2,261.86,523.72
8801,2919,136,3,204.67,614.01
8802,2920,71,3,142.99,428.97
8803,2920,164,3,442.76,1328.28
8804,2920,117,1,246.19,246.19
8805,2920,34,1,347.25,347.25
8806,2920,116,1,17.39,17.39
8807,2921,133,2,178.04,356.08
8808,2921,117,3,246.19,738.57
8809,2921,87,1,269.86,269.86
8810,2921,161,2,211.99,423.98
8811,2921,10,1,296.99,296.99
8812,2922,104,2,290.73,581.46
8813,2922,131,2,349.92,699.84
8814,2922,22,1,115.39,115.39
8815,2922,43,3,196.83,590.49
8816,2922,7,1,441.77,441.77
8817,2923,51,3,93.23,279.69
8818,2923,194,3,63.18,189.54
8819,2923,165,1,319.9,319.9
8820,2924,131,1,349.92,349.92
8821,2924,135,1,200.46,200.46
8822,2924,148,2,91.62,183.24
8823,2924,20,2,334.23,668.46
8824,2925,95,3,5.04,15.12
8825,2925,72,3,474.33,1422.99
8826,2925,23,1,18.5,18.5
8827,2926,9,2,429.13,858.26
8828,2926,42,2,495.72,991.44
8829,2926,162,1,134.66,134.66
8830,2926,164,3,442.76,1328.28
8831,2927,41,1,443.65,443.65
8832,2927,161,3,211.99,635.97
8833,2927,72,2,474.33,948.66
8834,2928,3,1,317.36,317.36
8835,2928,63,3,46.73,140.19
8836,2928,139,3,254.46,763.38
8837,2928,129,1,178.0,178.0
8838,2929,7,2,441.77,883.54
8839,2929,17,2,341.0,682.0
8840,2930,171,2,223.91,447.82
8841,2930,186,1,282.61,282.61
8842,2931,136,3,204.67,614.01
8843,2931,43,2,196.83,393.66
8844,2931,53,3,246.46,739.38
8845,2931,28,3,425.43,1276.29
8846,2932,2,2,325.42,650.84
8847,2932,86,3,74.62,223.86
8848,2932,150,1,179.22,179.22
8849,2933,187,1,116.08,116.08
8850,2934,71,3,142.99,428.97
8851,2934,125,2,43.74,87.48
8852,2934,130,1,42.81,42.81
8853,2935,80,2,180.31,360.62
8854,2935,121,3,42.02,126.06
8855,2936,32,3,41.58,124.74
8856,2937,26,2,344.47,688.94
8857,2938,32,3,41.58,124.74
8858,2938,44,3,477.15,1431.45
8859,2938,66,1,403.4,403.4
8860,2938,153,2,194.31,388.62
8861,2938,172,3,403.28,1209.84
8862,2939,129,2,178.0,356.0
8863,2939,161,1,211.99,211.99
8864,2939,66,1,403.4,403.4
8865,2939,88,1,158.31,158.31
8866,2940,93,1,261.86,261.86
8867,2940,182,2,207.05,414.1
8868,2941,34,3,347.25,1041.75
8869,2941,62,1,280.18,280.18
8870,2941,115,3,106.18,318.54
8871,2941,26,2,344.47,688.94
8872,2942,169,3,393.4,1180.2
8873,2942,21,2,32.69,65.38
8874,2942,55,2,416.67,833.34
8875,2942,145,2,125.32,250.64
8876,2943,44,1,477.15,477.15
8877,2943,128,3,38.67,116.01
8878,2944,144,3,345.99,1037.97
8879,2944,115,2,106.18,212.36
8880,2944,117,3,246.19,738.57
8881,2944,132,3,192.25,576.75
8882,2945,44,2,477.15,954.3
8883,2945,110,1,377.94,377.94
8884,2945,194,2,63.18,126.36
8885,2945,153,1,194.31,194.31
8886,2945,165,3,319.9,959.7
8887,2946,189,2,133.6,267.2
8888,2946,99,1,468.55,468.55
8889,2946,199,2,114.38,228.76
8890,2946,50,3,330.43,991.29
8891,2946,110,3,377.94,1133.82
8892,2947,73,1,95.98,95.98
8893,2947,57,3,93.55,280.65
8894,2948,62,3,280.18,840.54
8895,2949,135,1,200.46,200.46
8896,2949,62,2,280.18,560.36
8897,2949,151,2,77.27,154.54
8898,2949,24,3,66.05,198.15
8899,2949,197,3,137.52,412.56
8900,2950,41,3,443.65,1330.95
8901,2950,128,3,38.67,116.01
8902,2950,136,3,204.67,614.01
8903,2950,96,3,51.07,153.21
8904,2950,76,3,379.95,1139.85
8905,2951,159,2,411.07,822.14
8906,2952,136,2,204.67,409.34
8907,2952,17,2,341.0,682.0
8908,2952,13,2,79.51,159.02
8909,2952,121,1,42.02,42.02
8910,2953,171,2,223.91,447.82
8911,2953,35,3,134.64,403.92
8912,2953,102,1,456.55,456.55
8913,2953,96,3,51.07,153.21
8914,2954,84,1,319.39,319.39
8915,2954,169,3,393.4,1180.2
8916,2954,12,3,366.85,1100.55
8917,2955,73,1,95.98,95.98
8918,2955,155,3,495.66,1486.98
8919,2955,150,3,179.22,537.66
8920,2955,171,2,223.91,447.82
8921,2955,160,3,160.25,480.75
8922,2956,65,3,316.49,949.47
8923,2956,23,2,18.5,37.0
8924,2956,153,3,194.31,582.93
8925,2956,168,2,405.34,810.68
8926,2956,28,2,425.43,850.86
8927,2957,34,2,347.25,694.5
8928,2957,9,3,429.13,1287.39
8929,2957,33,3,470.13,1410.39
8930,2957,128,3,38.67,116.01
8931,2957,178,3,123.68,371.04
8932,2958,6,1,419.08,419.08
8933,2958,1,1,147.7,147.7
8934,2959,152,2,366.64,733.28
8935,2959,135,2,200.46,400.92
8936,2959,189,3,133.6,400.8
8937,2959,150,1,179.22,179.22
8938,2960,22,1,115.39,115.39
8939,2960,27,2,383.81,767.62
8940,2960,45,3,113.09,339.27
8941,2960,3,1,317.36,317.36
8942,2961,32,2,41.58,83.16
8943,2961,136,3,204.67,614.01
8944,2962,180,1,28.19,28.19
8945,2962,155,1,495.66,495.66
8946,2963,184,1,453.06,453.06
8947,2964,107,1,425.5,425.5
8948,2964,189,1,133.6,133.6
8949,2964,19,1,356.82,356.82
8950,2964,16,3,249.01,747.03
8951,2965,101,1,445.11,445.11
8952,2965,159,2,411.07,822.14
8953,2965,180,3,28.19,84.57
8954,2965,125,2,43.74,87.48
8955,2966,65,1,316.49,316.49
8956,2966,177,1,170.37,170.37
8957,2966,106,1,424.66,424.66
8958,2967,95,3,5.04,15.12
8959,2968,142,3,138.34,415.02
8960,2969,6,2,419.08,838.16
8961,2969,78,2,381.65,763.3
8962,2970,6,2,419.08,838.16
8963,2970,22,1,115.39,115.39
8964,2970,79,2,431.75,863.5
8965,2970,124,1,79.78,79.78
8966,2971,62,2,280.18,560.36
8967,2971,195,1,480.1,480.1
8968,2971,180,1,28.19,28.19
8969,2971,138,1,134.72,134.72
8970,2971,111,3,462.31,1386.93
8971,2972,30,3,35.43,106.29
8972,2973,193,3,329.4,988.2
8973,2973,131,3,349.92,1049.76
8974,2974,106,3,424.66,1273.98
8975,2974,123,2,104.34,208.68
8976,2974,17,2,341.0,682.0
8977,2974,71,3,142.99,428.97
8978,2975,198,2,217.54,435.08
8979,2975,145,3,125.32,375.96
8980,2975,170,2,208.32,416.64
8981,2976,57,1,93.55,93.55
8982,2976,163,1,68.11,68.11
8983,2977,117,1,246.19,246.19
8984,2977,15,2,116.58,233.16
8985,2977,183,1,152.63,152.63
8986,2978,80,1,180.31,180.31
8987,2978,36,3,39.37,118.11
8988,2978,187,3,116.08,348.24
8989,2979,24,2,66.05,132.1
8990,2979,195,3,480.1,1440.3
8991,2979,19,2,356.82,713.64
8992,2980,7,2,441.77,883.54
8993,2980,114,2,185.49,370.98
8994,2980,56,1,446.2,446.2
8995,2981,13,1,79.51,79.51
8996,2981,136,3,204.67,614.01
8997,2982,58,3,449.02,1347.06
8998,2982,67,1,311.01,311.01
8999,2982,16,1,249.01,249.01
9000,2982,63,1,46.73,46.73
9001,2982,152,3,366.64,1099.92
9002,2983,151,3,77.27,231.81
9003,2983,195,1,480.1,480.1
9004,2983,88,2,158.31,316.62
9005,2983,9,2,429.13,858.26
9006,2983,162,1,134.66,134.66
9007,2984,187,1,116.08,116.08
9008,2985,168,1,405.34,405.34
9009,2985,125,2,43.74,87.48
9010,2985,197,2,137.52,275.04
9011,2986,177,1,170.37,170.37
9012,2987,64,1,300.03,300.03
9013,2988,115,3,106.18,318.54
9014,2988,175,2,104.48,208.96
9015,2988,97,3,212.44,637.32
9016,2988,132,1,192.25,192.25
9017,2989,154,3,407.98,1223.94
9018,2989,148,3,91.62,274.86
9019,2989,56,2,446.2,892.4
9020,2989,169,2,393.4,786.8
9021,2989,146,1,14.03,14.03
9022,2990,183,3,152.63,457.89
9023,2990,162,3,134.66,403.98
9024,2990,182,3,207.05,621.15
9025,2991,168,2,405.34,810.68
9026,2992,23,2,18.5,37.0
9027,2992,115,3,106.18,318.54
9028,2993,13,3,79.51,238.53
9029,2993,160,3,160.25,480.75
9030,2993,52,2,147.99,295.98
9031,2994,89,1,265.16,265.16
9032,2994,131,3,349.92,1049.76
9033,2994,84,1,319.39,319.39
9034,2994,121,1,42.02,42.02
9035,2995,147,2,368.22,736.44
9036,2995,90,1,111.37,111.37
9037,2995,122,1,49.92,49.92
9038,2995,162,2,134.66,269.32
9039,2995,103,2,270.2,540.4
9040,2996,183,1,152.63,152.63
9041,2996,125,3,43.74,131.22
9042,2996,191,1,183.56,183.56
9043,2996,161,1,211.99,211.99
9044,2997,52,1,147.99,147.99
9045,2997,78,3,381.65,1144.95
9046,2997,116,2,17.39,34.78
9047,2998,69,1,376.24,376.24
9048,2998,46,1,100.77,100.77
9049,2998,21,3,32.69,98.07
9050,2998,30,3,35.43,106.29
9051,2999,171,3,223.91,671.73
9052,2999,104,1,290.73,290.73
9053,3000,8,2,174.15,348.3
9054,3001,198,3,217.54,652.62
9055,3001,103,3,270.2,810.6
9056,3002,125,3,43.74,131.22
9057,3002,8,3,174.15,522.45
9058,3002,90,1,111.37,111.37
9059,3003,165,2,319.9,639.8
9060,3003,54,3,472.3,1416.9
9061,3004,184,3,453.06,1359.18
9062,3004,3,3,317.36,952.08
9063,3004,123,3,104.34,313.02
9064,3004,166,1,357.4,357.4
9065,3004,97,3,212.44,637.32
9066,3005,134,3,380.6,1141.8
9067,3005,159,3,411.07,1233.21
9068,3005,108,3,399.36,1198.08
9069,3005,190,2,127.49,254.98
9070,3005,161,2,211.99,423.98
9071,3006,52,1,147.99,147.99
9072,3007,95,2,5.04,10.08
9073,3007,76,3,379.95,1139.85
9074,3007,127,2,306.26,612.52
9075,3008,3,3,317.36,952.08
9076,3009,67,3,311.01,933.03
9077,3009,16,1,249.01,249.01
9078,3010,20,3,334.23,1002.69
9079,3010,154,3,407.98,1223.94
9080,3010,96,2,51.07,102.14
9081,3011,162,3,134.66,403.98
9082,3011,88,1,158.31,158.31
9083,3011,69,3,376.24,1128.72
9084,3011,21,1,32.69,32.69
9085,3011,48,3,10.89,32.67
9086,3012,126,1,264.85,264.85
9087,3012,163,3,68.11,204.33
9088,3012,112,3,207.43,622.29
9089,3013,173,2,178.5,357.0
9090,3013,140,2,424.4,848.8
9091,3014,181,2,39.15,78.3
9092,3014,6,3,419.08,1257.24
9093,3015,75,2,21.04,42.08
9094,3015,148,1,91.62,91.62
9095,3015,103,2,270.2,540.4
9096,3016,28,1,425.43,425.43
9097,3016,199,1,114.38,114.38
9098,3016,65,3,316.49,949.47
9099,3016,125,3,43.74,131.22
9100,3017,174,1,252.65,252.65
9101,3018,44,2,477.15,954.3
9102,3018,100,3,192.33,576.99
9103,3018,2,2,325.42,650.84
9104,3018,99,1,468.55,468.55
9105,3019,82,2,342.07,684.14
9106,3019,151,3,77.27,231.81
9107,3019,35,2,134.64,269.28
9108,3019,37,3,197.34,592.02
9109,3020,119,1,241.54,241.54
9110,3021,21,1,32.69,32.69
9111,3022,77,2,52.44,104.88
9112,3022,183,3,152.63,457.89
9113,3022,75,3,21.04,63.12
9114,3022,108,2,399.36,798.72
9115,3023,51,2,93.23,186.46
9116,3023,54,2,472.3,944.6
9117,3023,40,2,316.52,633.04
9118,3023,100,3,192.33,576.99
9119,3024,152,1,366.64,366.64
9120,3024,59,1,251.95,251.95
9121,3025,3,3,317.36,952.08
9122,3025,97,1,212.44,212.44
9123,3025,144,2,345.99,691.98
9124,3026,88,1,158.31,158.31
9125,3026,89,3,265.16,795.48
9126,3026,17,2,341.0,682.0
9127,3026,187,2,116.08,232.16
9128,3027,159,1,411.07,411.07
9129,3028,38,1,328.65,328.65
9130,3028,129,3,178.0,534.0
9131,3028,196,1,352.57,352.57
9132,3029,55,2,416.67,833.34
9133,3030,136,3,204.67,614.01
9134,3030,158,3,180.49,541.47
9135,3030,110,3,377.94,1133.82
9136,3030,133,1,178.04,178.04
9137,3030,143,1,279.05,279.05
9138,3031,146,2,14.03,28.06
9139,3031,74,1,389.64,389.64
9140,3032,151,1,77.27,77.27
9141,3033,18,1,262.97,262.97
9142,3034,185,2,39.96,79.92
9143,3034,199,3,114.38,343.14
9144,3035,176,3,178.07,534.21
9145,3035,199,3,114.38,343.14
9146,3035,45,1,113.09,113.09
9147,3035,116,3,17.39,52.17
9148,3035,79,3,431.75,1295.25
9149,3036,26,3,344.47,1033.41
9150,3036,27,3,383.81,1151.43
9151,3037,198,2,217.54,435.08
9152,3037,171,1,223.91,223.91
9153,3037,102,3,456.55,1369.65
9154,3037,196,2,352.57,705.14
9155,3038,112,2,207.43,414.86
9156,3038,78,2,381.65,763.3
9157,3039,94,1,21.78,21.78
9158,3040,87,2,269.86,539.72
9159,3040,13,1,79.51,79.51
9160,3040,40,2,316.52,633.04
9161,3041,25,1,161.69,161.69
9162,3041,134,1,380.6,380.6
9163,3041,15,2,116.58,233.16
9164,3041,2,1,325.42,325.42
9165,3041,109,1,181.06,181.06
9166,3042,2,2,325.42,650.84
9167,3042,90,3,111.37,334.11
9168,3042,170,2,208.32,416.64
9169,3042,34,1,347.25,347.25
9170,3043,151,1,77.27,77.27
9171,3043,57,1,93.55,93.55
9172,3043,138,2,134.72,269.44
9173,3043,46,3,100.77,302.31
9174,3044,124,1,79.78,79.78
9175,3044,47,3,20.8,62.4
9176,3044,127,3,306.26,918.78
9177,3044,89,1,265.16,265.16
9178,3044,72,2,474.33,948.66
9179,3045,104,2,290.73,581.46
9180,3045,112,3,207.43,622.29
9181,3046,41,3,443.65,1330.95
9182,3046,110,1,377.94,377.94
9183,3046,21,2,32.69,65.38
9184,3046,40,2,316.52,633.04
9185,3047,175,3,104.48,313.44
9186,3047,115,2,106.18,212.36
9187,3048,105,2,484.09,968.18
9188,3048,1,1,147.7,147.7
9189,3048,191,3,183.56,550.68
9190,3048,154,2,407.98,815.96
9191,3048,116,2,17.39,34.78
9192,3049,52,1,147.99,147.99
9193,3049,153,3,194.31,582.93
9194,3049,39,1,482.82,482.82
9195,3050,64,2,300.03,600.06
9196,3051,144,1,345.99,345.99
9197,3051,22,1,115.39,115.39
9198,3052,29,3,139.7,419.1
9199,3052,165,1,319.9,319.9
9200,3053,139,1,254.46,254.46
9201,3053,131,1,349.92,349.92
9202,3053,187,1,116.08,116.08
9203,3053,69,2,376.24,752.48
9204,3054,73,2,95.98,191.96
9205,3055,110,2,377.94,755.88
9206,3055,47,3,20.8,62.4
9207,3055,30,2,35.43,70.86
9208,3056,32,2,41.58,83.16
9209,3057,167,1,57.79,57.79
9210,3057,14,1,149.23,149.23
9211,3057,41,2,443.65,887.3
9212,3058,125,3,43.74,131.22
9213,3058,152,3,366.64,1099.92
9214,3059,60,2,471.21,942.42
9215,3060,66,1,403.4,403.4
9216,3060,184,3,453.06,1359.18
9217,3060,102,2,456.55,913.1
9218,3061,13,1,79.51,79.51
9219,3061,92,1,69.63,69.63
9220,3062,26,2,344.47,688.94
9221,3063,57,1,93.55,93.55
9222,3063,165,3,319.9,959.7
9223,3063,194,1,63.18,63.18
9224,3063,162,3,134.66,403.98
9225,3064,10,2,296.99,593.98
9226,3064,109,3,181.06,543.18
9227,3064,18,1,262.97,262.97
9228,3064,61,2,213.16,426.32
9229,3065,89,1,265.16,265.16
9230,3065,83,3,130.33,390.99
9231,3065,144,1,345.99,345.99
9232,3065,99,2,468.55,937.1
9233,3066,177,2,170.37,340.74
9234,3066,136,1,204.67,204.67
9235,3066,27,3,383.81,1151.43
9236,3066,26,3,344.47,1033.41
9237,3067,192,3,126.83,380.49
9238,3067,46,1,100.77,100.77
9239,3067,25,3,161.69,485.07
9240,3068,78,3,381.65,1144.95
9241,3068,34,1,347.25,347.25
9242,3068,33,1,470.13,470.13
9243,3068,158,1,180.49,180.49
9244,3068,103,2,270.2,540.4
9245,3069,12,3,366.85,1100.55
9246,3069,142,2,138.34,276.68
9247,3069,73,1,95.98,95.98
9248,3070,78,1,381.65,381.65
9249,3070,42,1,495.72,495.72
9250,3070,158,1,180.49,180.49
9251,3070,168,2,405.34,810.68
9252,3070,181,1,39.15,39.15
9253,3071,24,3,66.05,198.15
9254,3072,143,1,279.05,279.05
9255,3072,75,3,21.04,63.12
9256,3072,190,2,127.49,254.98
9257,3072,60,1,471.21,471.21
9258,3073,9,3,429.13,1287.39
9259,3073,180,1,28.19,28.19
9260,3073,25,3,161.69,485.07
9261,3073,196,2,352.57,705.14
9262,3074,22,3,115.39,346.17
9263,3074,114,1,185.49,185.49
9264,3074,1,1,147.7,147.7
9265,3074,5,1,423.7,423.7
9266,3075,135,1,200.46,200.46
9267,3075,89,1,265.16,265.16
9268,3076,161,1,211.99,211.99
9269,3076,82,1,342.07,342.07
9270,3076,194,3,63.18,189.54
9271,3077,84,1,319.39,319.39
9272,3078,61,3,213.16,639.48
9273,3078,80,2,180.31,360.62
9274,3078,170,2,208.32,416.64
9275,3078,46,3,100.77,302.31
9276,3078,142,1,138.34,138.34
9277,3079,188,1,248.64,248.64
9278,3079,178,3,123.68,371.04
9279,3079,35,3,134.64,403.92
9280,3079,187,2,116.08,232.16
9281,3080,179,1,352.52,352.52
9282,3080,198,2,217.54,435.08
9283,3080,69,3,376.24,1128.72
9284,3080,56,2,446.2,892.4
9285,3081,129,1,178.0,178.0
9286,3081,84,2,319.39,638.78
9287,3082,37,2,197.34,394.68
9288,3082,62,2,280.18,560.36
9289,3082,5,2,423.7,847.4
9290,3082,155,1,495.66,495.66
9291,3083,125,2,43.74,87.48
9292,3083,4,1,182.27,182.27
9293,3083,31,2,376.4,752.8
9294,3083,107,1,425.5,425.5
9295,3083,75,3,21.04,63.12
9296,3084,86,1,74.62,74.62
9297,3084,145,3,125.32,375.96
9298,3084,175,3,104.48,313.44
9299,3084,75,1,21.04,21.04
9300,3085,108,3,399.36,1198.08
9301,3085,191,1,183.56,183.56
9302,3085,34,1,347.25,347.25
9303,3086,153,2,194.31,388.62
9304,3086,38,1,328.65,328.65
9305,3086,137,3,362.05,1086.15
9306,3086,90,2,111.37,222.74
9307,3086,23,2,18.5,37.0
9308,3087,112,3,207.43,622.29
9309,3088,159,3,411.07,1233.21
9310,3088,199,1,114.38,114.38
9311,3088,65,2,316.49,632.98
9312,3088,148,3,91.62,274.86
9313,3088,89,2,265.16,530.32
9314,3089,15,3,116.58,349.74
9315,3089,161,3,211.99,635.97
9316,3089,23,2,18.5,37.0
9317,3090,134,1,380.6,380.6
9318,3090,11,3,204.07,612.21
9319,3090,166,1,357.4,357.4
9320,3091,18,1,262.97,262.97
