id,user_id,created_at,total_amount,status,country,payment_method
865,265,2025-11-28 08:05:28,3200.63,paid,ESP,stripe
866,275,2025-11-28 08:04:00,2610.78,paid,DEU,credit_card
867,836,2025-11-28 08:04:48,2040.15,paid,FRA,stripe
868,224,2025-11-28 08:06:16,1343.65,shipped,GBR,paypal
869,779,2025-11-28 08:03:55,2302.81,cancelled,ITA,stripe
870,994,2025-11-28 08:02:58,1719.8,delivered,CAN,paypal
871,380,2025-11-28 08:06:22,2122.5,delivered,DEU,credit_card
872,607,2025-11-28 08:02:54,2033.05,shipped,ITA,credit_card
873,732,2025-11-28 08:03:18,806.68,paid,GBR,paypal
874,936,2025-11-28 08:06:10,1234.3,delivered,USA,stripe
875,899,2025-11-28 08:04:18,881.38,cancelled,CAN,credit_card
876,25,2025-11-28 08:01:41,2177.37,pending,CAN,credit_card
877,184,2025-11-28 08:02:53,1383.66,shipped,AUS,paypal
878,937,2025-11-28 08:04:48,269.28,paid,USA,credit_card
879,725,2025-11-28 08:07:07,2119.17,cancelled,AUS,credit_card
880,66,2025-11-28 08:05:00,1833.83,paid,CAN,stripe
881,967,2025-11-28 08:06:09,589.38,shipped,USA,paypal
882,431,2025-11-28 08:04:05,445.48,shipped,USA,stripe
883,757,2025-11-28 08:07:31,52.17,paid,ITA,stripe
884,553,2025-11-28 08:06:02,1169.18,delivered,DEU,credit_card
885,215,2025-11-28 08:06:56,1884.36,shipped,FRA,paypal
886,272,2025-11-28 08:04:58,1378.54,paid,ITA,credit_card
887,774,2025-11-28 08:05:54,1412.04,delivered,GBR,stripe
888,446,2025-11-28 08:02:05,4565.09,paid,USA,credit_card
889,963,2025-11-28 08:06:34,788.32,paid,GBR,credit_card
890,407,2025-11-28 08:03:49,39.96,delivered,CAN,paypal
891,241,2025-11-28 08:07:16,1569.77,shipped,FRA,credit_card
892,683,2025-11-28 08:04:05,425.43,paid,GBR,stripe
893,949,2025-11-28 08:04:18,28.98,shipped,CAN,stripe
894,402,2025-11-28 08:03:59,1042.38,paid,GBR,credit_card
895,68,2025-11-28 08:01:47,1468.38,paid,USA,credit_card
896,235,2025-11-28 08:01:43,2157.93,delivered,AUS,stripe
897,199,2025-11-28 08:07:29,1586.1,pending,DEU,paypal
898,683,2025-11-28 08:04:24,1674.66,cancelled,GBR,paypal
899,767,2025-11-28 08:04:25,2505.97,paid,ITA,paypal
900,549,2025-11-28 08:01:49,1536.73,paid,GBR,credit_card
901,641,2025-11-28 08:01:39,634.72,shipped,FRA,paypal
902,723,2025-11-28 08:04:43,1124.25,shipped,AUS,paypal
903,786,2025-11-28 08:02:16,2088.92,cancelled,AUS,paypal
904,850,2025-11-28 08:03:25,3192.62,shipped,ITA,credit_card
905,79,2025-11-28 08:02:41,734.62,delivered,DEU,paypal
906,784,2025-11-28 08:06:47,142.99,paid,USA,paypal
907,581,2025-11-28 08:06:26,2697.74,delivered,ESP,credit_card
908,606,2025-11-28 08:01:49,437.72,shipped,AUS,stripe
909,412,2025-11-28 08:04:04,809.24,delivered,AUS,credit_card
910,924,2025-11-28 08:01:45,2071.49,delivered,GBR,stripe
911,344,2025-11-28 08:06:35,1867.83,cancelled,ITA,credit_card
912,68,2025-11-28 08:06:54,3176.72,paid,USA,credit_card
913,691,2025-11-28 08:05:09,2236.82,delivered,USA,paypal
914,544,2025-11-28 08:02:29,2419.07,paid,ITA,credit_card
915,557,2025-11-28 08:04:38,2177.03,delivered,AUS,paypal
916,831,2025-11-28 08:02:04,380.6,shipped,DEU,credit_card
917,216,2025-11-28 08:02:58,1305.31,cancelled,ITA,credit_card
918,212,2025-11-28 08:04:14,2225.81,shipped,GBR,stripe
919,623,2025-11-28 08:02:27,2050.29,delivered,CAN,paypal
920,821,2025-11-28 08:06:34,1422.99,paid,ITA,stripe
921,217,2025-11-28 08:03:12,550.68,delivered,DEU,paypal
922,400,2025-11-28 08:04:08,2358.81,pending,AUS,stripe
923,610,2025-11-28 08:05:47,1095.81,paid,ESP,stripe
924,667,2025-11-28 08:02:53,3764.29,cancelled,ESP,stripe
925,416,2025-11-28 08:05:55,1310.86,paid,ESP,credit_card
926,181,2025-11-28 08:04:04,1461.99,paid,AUS,paypal
927,279,2025-11-28 08:07:05,1819.02,delivered,USA,stripe
928,136,2025-11-28 08:05:31,705.01,paid,CAN,credit_card
929,479,2025-11-28 08:07:05,841.26,delivered,GBR,stripe
930,729,2025-11-28 08:07:12,1166.35,shipped,ESP,stripe
931,102,2025-11-28 08:06:12,3470.27,shipped,GBR,credit_card
932,413,2025-11-28 08:05:33,1335.33,paid,FRA,credit_card
933,726,2025-11-28 08:02:59,1599.13,delivered,CAN,credit_card
934,461,2025-11-28 08:05:56,1452.95,paid,ESP,paypal
935,973,2025-11-28 08:06:50,2536.54,pending,GBR,stripe
936,159,2025-11-28 08:02:16,1238.84,pending,DEU,paypal
937,235,2025-11-28 08:02:28,3210.25,delivered,AUS,credit_card
938,245,2025-11-28 08:03:24,2549.19,cancelled,FRA,stripe
939,930,2025-11-28 08:04:25,3242.47,delivered,AUS,paypal
940,802,2025-11-28 08:02:13,1280.36,shipped,AUS,credit_card
941,800,2025-11-28 08:06:08,2164.96,shipped,CAN,credit_card
942,396,2025-11-28 08:05:30,950.02,shipped,GBR,credit_card
943,264,2025-11-28 08:05:37,1935.8,shipped,USA,paypal
944,793,2025-11-28 08:06:23,2816.4,delivered,CAN,credit_card
945,107,2025-11-28 08:05:57,464.19,paid,USA,paypal
946,996,2025-11-28 08:01:57,893.96,delivered,CAN,credit_card
947,451,2025-11-28 08:06:33,754.17,paid,GBR,paypal
948,890,2025-11-28 08:05:12,1927.22,cancelled,GBR,credit_card
949,872,2025-11-28 08:07:38,351.75,paid,AUS,paypal
950,601,2025-11-28 08:04:43,397.16,shipped,AUS,credit_card
951,378,2025-11-28 08:05:01,546.81,paid,ESP,paypal
952,905,2025-11-28 08:02:52,106.29,shipped,ESP,stripe
953,20,2025-11-28 08:07:32,246.58,pending,CAN,stripe
954,57,2025-11-28 08:05:57,3086.89,delivered,USA,paypal
955,121,2025-11-28 08:03:26,2758.15,paid,ESP,credit_card
956,479,2025-11-28 08:05:59,2966.12,paid,GBR,paypal
957,219,2025-11-28 08:07:08,352.57,delivered,DEU,credit_card
958,822,2025-11-28 08:03:06,1910.21,paid,GBR,stripe
959,516,2025-11-28 08:06:34,1347.14,shipped,ITA,credit_card
960,711,2025-11-28 08:04:23,909.26,paid,ESP,stripe
961,90,2025-11-28 08:05:30,1362.85,paid,USA,credit_card
962,193,2025-11-28 08:01:46,543.18,paid,GBR,paypal
963,369,2025-11-28 08:04:33,591.15,paid,CAN,credit_card
964,434,2025-11-28 08:01:48,2953.18,delivered,USA,paypal
965,133,2025-11-28 08:04:22,1417.14,shipped,DEU,credit_card
966,160,2025-11-28 08:07:20,380.68,delivered,USA,stripe
967,858,2025-11-28 08:06:38,467.06,shipped,GBR,paypal
968,10,2025-11-28 08:02:24,499.28,delivered,CAN,stripe
969,400,2025-11-28 08:03:13,2346.93,paid,AUS,credit_card
970,599,2025-11-28 08:03:38,968.18,delivered,ITA,credit_card
971,51,2025-11-28 08:07:13,2260.0,cancelled,DEU,stripe
972,350,2025-11-28 08:05:19,2096.44,pending,FRA,stripe
973,822,2025-11-28 08:05:12,665.58,delivered,GBR,paypal
974,93,2025-11-28 08:04:18,738.57,paid,GBR,credit_card
975,938,2025-11-28 08:04:48,1689.84,paid,FRA,stripe
976,461,2025-11-28 08:06:23,3154.68,delivered,ESP,paypal
977,906,2025-11-28 08:03:23,990.78,paid,CAN,paypal
978,120,2025-11-28 08:03:07,1797.53,paid,ESP,paypal
979,174,2025-11-28 08:07:19,2762.88,shipped,FRA,credit_card
980,717,2025-11-28 08:07:24,2780.55,shipped,GBR,credit_card
981,404,2025-11-28 08:06:05,3061.48,cancelled,ESP,stripe
982,662,2025-11-28 08:07:09,534.21,shipped,DEU,stripe
983,783,2025-11-28 08:04:10,1868.85,paid,DEU,paypal
984,441,2025-11-28 08:01:43,1305.27,shipped,ESP,paypal
985,254,2025-11-28 08:04:04,508.92,shipped,DEU,paypal
986,477,2025-11-28 08:04:53,1551.62,delivered,DEU,credit_card
987,132,2025-11-28 08:03:08,376.05,delivered,ITA,paypal
988,276,2025-11-28 08:05:00,1037.97,shipped,CAN,stripe
989,421,2025-11-28 08:06:03,471.21,delivered,DEU,credit_card
990,715,2025-11-28 08:02:48,1993.98,cancelled,ITA,stripe
991,128,2025-11-28 08:02:41,1319.01,shipped,ESP,stripe
992,679,2025-11-28 08:07:18,3325.86,pending,CAN,paypal
993,308,2025-11-28 08:06:25,2848.29,pending,CAN,stripe
994,463,2025-11-28 08:04:07,104.88,paid,ITA,stripe
995,592,2025-11-28 08:04:54,207.43,paid,USA,paypal
996,455,2025-11-28 08:03:52,795.43,delivered,USA,credit_card
997,772,2025-11-28 08:02:28,1895.11,cancelled,DEU,paypal
998,999,2025-11-28 08:03:08,400.46,cancelled,CAN,stripe
999,196,2025-11-28 08:05:04,2316.81,pending,AUS,paypal
1000,483,2025-11-28 08:07:33,2329.17,delivered,FRA,stripe
1001,707,2025-11-28 08:07:31,2177.22,paid,ESP,credit_card
1002,796,2025-11-28 08:05:16,1230.0,cancelled,CAN,paypal
1003,767,2025-11-28 08:06:21,1566.28,paid,ITA,stripe
1004,598,2025-11-28 08:05:40,1192.21,shipped,FRA,credit_card
1005,342,2025-11-28 08:05:12,416.67,shipped,ITA,credit_card
1006,157,2025-11-28 08:05:35,1229.62,shipped,AUS,credit_card
1007,602,2025-11-28 08:01:44,2060.27,delivered,DEU,stripe
1008,779,2025-11-28 08:05:22,430.61,paid,ITA,paypal
1009,875,2025-11-28 08:04:00,1216.48,paid,DEU,paypal
1010,262,2025-11-28 08:01:42,1607.27,paid,CAN,paypal
1011,739,2025-11-28 08:06:07,3217.01,shipped,ESP,paypal
1012,323,2025-11-28 08:06:07,1575.55,delivered,AUS,credit_card
1013,437,2025-11-28 08:03:08,4007.8,delivered,ITA,stripe
1014,504,2025-11-28 08:02:22,2396.85,paid,FRA,paypal
1015,667,2025-11-28 08:06:07,1565.17,delivered,ESP,paypal
1016,805,2025-11-28 08:02:36,3019.97,delivered,USA,paypal
1017,140,2025-11-28 08:04:40,1142.71,paid,AUS,paypal
1018,501,2025-11-28 08:04:50,2642.12,paid,GBR,stripe
1019,845,2025-11-28 08:05:41,416.64,delivered,AUS,credit_card
1020,819,2025-11-28 08:02:55,3046.03,shipped,GBR,credit_card
1021,493,2025-11-28 08:05:34,1817.77,shipped,ITA,paypal
1022,958,2025-11-28 08:05:59,2166.67,paid,AUS,credit_card
1023,912,2025-11-28 08:07:23,1246.14,paid,ITA,credit_card
1024,117,2025-11-28 08:05:43,84.04,delivered,CAN,credit_card
1025,92,2025-11-28 08:04:53,1400.22,delivered,AUS,paypal
1026,197,2025-11-28 08:04:00,1949.25,shipped,ITA,credit_card
1027,865,2025-11-28 08:05:49,1675.44,shipped,ITA,stripe
1028,743,2025-11-28 08:05:31,845.97,delivered,FRA,paypal
1029,532,2025-11-28 08:04:50,1230.07,delivered,GBR,paypal
1030,328,2025-11-28 08:03:15,403.92,paid,ESP,stripe
1031,535,2025-11-28 08:06:21,684.14,cancelled,ESP,stripe
1032,461,2025-11-28 08:05:09,1452.16,paid,ESP,stripe
1033,90,2025-11-28 08:04:38,1034.78,shipped,USA,credit_card
1034,425,2025-11-28 08:03:45,904.23,paid,FRA,stripe
1035,747,2025-11-28 08:06:18,535.5,paid,ITA,paypal
1036,266,2025-11-28 08:02:19,2623.38,paid,FRA,stripe
1037,773,2025-11-28 08:07:23,1998.84,shipped,ITA,stripe
1038,410,2025-11-28 08:02:34,537.19,cancelled,USA,paypal
1039,263,2025-11-28 08:06:54,874.6,paid,USA,stripe
1040,714,2025-11-28 08:07:17,28.98,paid,USA,paypal
1041,442,2025-11-28 08:04:53,2954.44,delivered,ESP,stripe
1042,10,2025-11-28 08:05:50,1484.06,paid,CAN,paypal
1043,912,2025-11-28 08:04:13,1540.78,delivered,ITA,credit_card
1044,533,2025-11-28 08:05:24,3297.44,shipped,ITA,paypal
1045,983,2025-11-28 08:04:13,1293.05,shipped,ESP,paypal
1046,234,2025-11-28 08:02:45,1785.88,paid,ITA,stripe
1047,489,2025-11-28 08:03:24,2452.7,delivered,USA,paypal
1048,816,2025-11-28 08:06:10,2661.52,paid,ESP,credit_card
1049,569,2025-11-28 08:06:32,1040.86,delivered,ITA,paypal
1050,458,2025-11-28 08:07:19,282.77,paid,GBR,stripe
1051,906,2025-11-28 08:05:48,1141.45,shipped,CAN,credit_card
1052,692,2025-11-28 08:02:48,616.84,delivered,DEU,paypal
1053,47,2025-11-28 08:07:31,665.21,delivered,USA,credit_card
1054,723,2025-11-28 08:03:02,2292.7,paid,AUS,paypal
1055,802,2025-11-28 08:06:25,1266.04,delivered,AUS,stripe
1056,76,2025-11-28 08:02:46,403.4,cancelled,DEU,paypal
1057,627,2025-11-28 08:01:44,389.64,delivered,DEU,credit_card
1058,341,2025-11-28 08:06:03,1027.09,paid,AUS,credit_card
1059,846,2025-11-28 08:02:33,2883.65,shipped,GBR,stripe
1060,597,2025-11-28 08:03:19,1447.53,paid,FRA,credit_card
1061,158,2025-11-28 08:07:09,2115.3,paid,GBR,paypal
1062,463,2025-11-28 08:06:42,1051.8,pending,ITA,stripe
1063,618,2025-11-28 08:04:13,2385.87,delivered,ESP,credit_card
1064,179,2025-11-28 08:04:31,751.7,paid,AUS,paypal
1065,753,2025-11-28 08:04:18,691.0,shipped,ITA,credit_card
1066,750,2025-11-28 08:07:26,1475.82,paid,DEU,stripe
1067,929,2025-11-28 08:03:19,944.6,delivered,GBR,paypal
1068,852,2025-11-28 08:07:13,1866.47,paid,ITA,credit_card
1069,572,2025-11-28 08:03:16,2436.75,shipped,ITA,credit_card
1070,65,2025-11-28 08:02:34,400.8,delivered,DEU,credit_card
1071,939,2025-11-28 08:02:04,1556.8,delivered,USA,stripe
1072,986,2025-11-28 08:02:45,739.05,paid,USA,credit_card
1073,517,2025-11-28 08:06:16,815.55,paid,AUS,paypal
1074,723,2025-11-28 08:02:27,884.31,shipped,AUS,credit_card
1075,798,2025-11-28 08:02:30,2227.1,shipped,USA,paypal
1076,289,2025-11-28 08:06:43,1805.62,paid,AUS,stripe
1077,275,2025-11-28 08:02:09,899.27,shipped,DEU,paypal
1078,182,2025-11-28 08:04:15,3055.02,shipped,FRA,credit_card
1079,771,2025-11-28 08:07:27,2757.52,shipped,ITA,credit_card
1080,840,2025-11-28 08:05:04,2127.45,paid,DEU,credit_card
1081,534,2025-11-28 08:03:11,1690.71,delivered,GBR,stripe
1082,283,2025-11-28 08:04:19,1875.69,paid,AUS,paypal
1083,832,2025-11-28 08:04:06,1857.4,shipped,ITA,credit_card
1084,714,2025-11-28 08:06:08,1794.83,paid,USA,stripe
1085,567,2025-11-28 08:05:14,192.33,paid,ITA,credit_card
1086,794,2025-11-28 08:06:33,2048.92,paid,AUS,credit_card
1087,313,2025-11-28 08:04:36,1421.31,delivered,AUS,credit_card
1088,773,2025-11-28 08:01:54,1800.06,paid,ITA,stripe
1089,141,2025-11-28 08:02:30,785.92,paid,AUS,stripe
1090,352,2025-11-28 08:04:39,1889.61,shipped,ITA,stripe
1091,144,2025-11-28 08:04:29,1319.3,delivered,CAN,credit_card
1092,342,2025-11-28 08:02:39,83.16,paid,ITA,stripe
1093,764,2025-11-28 08:04:42,365.0,shipped,DEU,stripe
1094,549,2025-11-28 08:03:37,1768.16,shipped,GBR,paypal
1095,477,2025-11-28 08:06:53,3437.62,delivered,DEU,paypal
1096,828,2025-11-28 08:04:21,52.44,shipped,DEU,credit_card
1097,76,2025-11-28 08:07:35,2637.03,delivered,DEU,paypal
1098,440,2025-11-28 08:04:14,2379.1,shipped,FRA,credit_card
1099,63,2025-11-28 08:07:00,2165.91,shipped,GBR,stripe
1100,67,2025-11-28 08:04:32,2750.64,paid,USA,stripe
1101,201,2025-11-28 08:03:12,739.38,paid,CAN,stripe
1102,831,2025-11-28 08:03:43,1233.86,paid,DEU,paypal
1103,265,2025-11-28 08:03:02,1607.73,delivered,ESP,stripe
1104,789,2025-11-28 08:05:57,1801.36,delivered,CAN,paypal
1105,18,2025-11-28 08:04:57,1321.15,paid,DEU,paypal
1106,232,2025-11-28 08:04:28,3235.88,delivered,AUS,paypal
1107,275,2025-11-28 08:06:07,1705.83,delivered,DEU,paypal
1108,832,2025-11-28 08:02:13,2189.11,paid,ITA,credit_card
1109,103,2025-11-28 08:06:32,1138.75,delivered,GBR,credit_card
1110,48,2025-11-28 08:03:59,2826.87,pending,ITA,credit_card
1111,665,2025-11-28 08:03:52,1859.41,paid,DEU,paypal
1112,100,2025-11-28 08:03:17,2490.62,paid,ITA,paypal
1113,860,2025-11-28 08:02:41,198.15,paid,ITA,paypal
1114,665,2025-11-28 08:02:53,2192.22,delivered,DEU,credit_card
1115,187,2025-11-28 08:04:45,1595.21,paid,CAN,credit_card
1116,973,2025-11-28 08:07:01,212.36,paid,GBR,stripe
1117,908,2025-11-28 08:04:55,733.61,paid,AUS,paypal
1118,229,2025-11-28 08:03:29,967.58,shipped,USA,stripe
1119,1000,2025-11-28 08:06:05,770.28,shipped,FRA,stripe
1120,396,2025-11-28 08:05:13,1230.89,paid,GBR,paypal
1121,424,2025-11-28 08:07:38,207.43,cancelled,ESP,stripe
1122,925,2025-11-28 08:06:35,2613.51,shipped,DEU,paypal
1123,609,2025-11-28 08:03:05,805.84,paid,AUS,credit_card
1124,160,2025-11-28 08:03:09,3976.11,delivered,USA,paypal
1125,912,2025-11-28 08:01:42,2069.91,cancelled,ITA,paypal
1126,865,2025-11-28 08:02:31,1891.08,paid,ITA,stripe
1127,617,2025-11-28 08:02:03,1299.12,paid,AUS,stripe
1128,252,2025-11-28 08:03:02,2435.35,delivered,USA,stripe
1129,64,2025-11-28 08:06:53,2231.79,pending,ITA,credit_card
1130,302,2025-11-28 08:04:45,719.58,paid,GBR,stripe
1131,847,2025-11-28 08:02:28,1395.03,shipped,CAN,stripe
1132,997,2025-11-28 08:02:05,2267.08,shipped,USA,stripe
1133,275,2025-11-28 08:06:32,2053.0,shipped,DEU,paypal
1134,554,2025-11-28 08:05:08,1181.37,paid,DEU,credit_card
1135,482,2025-11-28 08:02:52,1748.7,delivered,ESP,stripe
1136,617,2025-11-28 08:03:07,2193.84,shipped,AUS,credit_card
1137,582,2025-11-28 08:06:24,1740.72,shipped,USA,stripe
1138,466,2025-11-28 08:05:04,2000.54,paid,ITA,credit_card
1139,957,2025-11-28 08:02:42,1527.15,shipped,FRA,credit_card
1140,982,2025-11-28 08:04:05,808.8,delivered,AUS,stripe
1141,430,2025-11-28 08:07:29,839.64,delivered,DEU,stripe
1142,249,2025-11-28 08:05:25,28.06,paid,CAN,credit_card
1143,788,2025-11-28 08:03:30,20.8,paid,DEU,credit_card
1144,400,2025-11-28 08:02:08,2069.63,delivered,AUS,paypal
1145,75,2025-11-28 08:04:49,419.08,pending,USA,paypal
1146,221,2025-11-28 08:03:48,2290.7,delivered,AUS,paypal
1147,847,2025-11-28 08:04:02,576.99,cancelled,CAN,credit_card
1148,39,2025-11-28 08:04:12,537.66,paid,AUS,credit_card
1149,143,2025-11-28 08:03:36,588.24,paid,USA,paypal
1150,239,2025-11-28 08:05:38,2057.11,paid,ITA,stripe
1151,489,2025-11-28 08:02:35,2803.97,paid,USA,paypal
1152,869,2025-11-28 08:05:55,2133.82,paid,GBR,paypal
1153,527,2025-11-28 08:07:26,1151.28,pending,CAN,stripe
1154,502,2025-11-28 08:06:08,21.04,paid,USA,credit_card
1155,967,2025-11-28 08:02:04,136.22,delivered,USA,credit_card
1156,525,2025-11-28 08:06:53,495.66,shipped,CAN,paypal
1157,288,2025-11-28 08:03:28,584.32,delivered,DEU,credit_card
1158,26,2025-11-28 08:02:11,806.8,delivered,USA,paypal
1159,273,2025-11-28 08:04:44,634.72,delivered,CAN,credit_card
1160,849,2025-11-28 08:05:25,1324.38,delivered,ESP,paypal
1161,733,2025-11-28 08:06:26,79.78,paid,ESP,stripe
1162,689,2025-11-28 08:02:51,1672.75,shipped,AUS,credit_card
1163,628,2025-11-28 08:05:59,2229.72,paid,ESP,stripe
1164,35,2025-11-28 08:06:12,690.44,paid,GBR,stripe
1165,586,2025-11-28 08:04:17,2657.32,shipped,ESP,credit_card
1166,1000,2025-11-28 08:07:21,2049.99,shipped,FRA,credit_card
1167,764,2025-11-28 08:05:35,1320.18,shipped,DEU,credit_card
1168,514,2025-11-28 08:06:45,3231.73,shipped,USA,stripe
1169,939,2025-11-28 08:07:39,468.52,delivered,USA,stripe
1170,390,2025-11-28 08:05:07,606.08,delivered,ESP,paypal
1171,68,2025-11-28 08:01:52,2085.16,paid,USA,stripe
1172,988,2025-11-28 08:04:53,213.16,cancelled,FRA,credit_card
1173,762,2025-11-28 08:02:59,1709.94,shipped,FRA,stripe
1174,365,2025-11-28 08:02:23,938.31,cancelled,FRA,paypal
1175,25,2025-11-28 08:01:56,952.08,delivered,CAN,paypal
1176,395,2025-11-28 08:05:15,279.4,delivered,USA,stripe
1177,795,2025-11-28 08:06:20,863.5,paid,AUS,paypal
1178,838,2025-11-28 08:06:00,774.27,shipped,DEU,stripe
1179,489,2025-11-28 08:04:54,1632.69,shipped,USA,paypal
1180,655,2025-11-28 08:03:46,2599.63,cancelled,ITA,stripe
1181,901,2025-11-28 08:06:08,28.19,paid,USA,stripe
1182,753,2025-11-28 08:03:53,365.36,cancelled,ITA,paypal
1183,386,2025-11-28 08:04:54,1262.31,shipped,AUS,paypal
1184,269,2025-11-28 08:05:57,28.06,cancelled,USA,credit_card
1185,902,2025-11-28 08:04:21,2051.82,paid,CAN,stripe
1186,952,2025-11-28 08:03:20,3415.29,delivered,CAN,credit_card
1187,480,2025-11-28 08:05:16,2208.43,paid,USA,stripe
1188,563,2025-11-28 08:03:46,2361.75,shipped,AUS,paypal
1189,326,2025-11-28 08:04:09,1815.21,cancelled,GBR,credit_card
1190,330,2025-11-28 08:02:12,232.16,delivered,ESP,paypal
1191,853,2025-11-28 08:04:07,154.54,delivered,DEU,credit_card
1192,514,2025-11-28 08:06:25,2982.39,shipped,USA,paypal
1193,931,2025-11-28 08:06:19,1415.47,paid,CAN,stripe
1194,947,2025-11-28 08:04:04,2275.15,shipped,ITA,paypal
1195,466,2025-11-28 08:05:26,3206.9,paid,ITA,paypal
1196,944,2025-11-28 08:07:23,2048.59,paid,DEU,paypal
1197,911,2025-11-28 08:04:52,2856.8,paid,ESP,credit_card
1198,806,2025-11-28 08:03:36,1549.35,paid,USA,paypal
1199,246,2025-11-28 08:04:38,3188.62,shipped,ITA,credit_card
1200,557,2025-11-28 08:05:32,123.68,paid,AUS,credit_card
1201,552,2025-11-28 08:06:26,2141.98,paid,GBR,credit_card
1202,482,2025-11-28 08:03:25,575.65,shipped,ESP,credit_card
1203,788,2025-11-28 08:02:44,2215.82,paid,DEU,stripe
1204,180,2025-11-28 08:03:30,558.81,paid,USA,paypal
1205,698,2025-11-28 08:01:40,2264.71,paid,CAN,credit_card
1206,983,2025-11-28 08:06:55,2412.57,delivered,ESP,stripe
1207,112,2025-11-28 08:05:49,3264.14,shipped,AUS,paypal
1208,165,2025-11-28 08:04:15,2158.14,delivered,GBR,paypal
1209,361,2025-11-28 08:02:42,758.03,shipped,CAN,stripe
1210,201,2025-11-28 08:05:24,1715.44,shipped,CAN,credit_card
1211,899,2025-11-28 08:02:31,252.65,paid,CAN,stripe
1212,806,2025-11-28 08:07:16,1738.49,paid,USA,stripe
1213,740,2025-11-28 08:07:21,506.12,delivered,AUS,credit_card
1214,926,2025-11-28 08:04:48,403.4,paid,DEU,credit_card
1215,910,2025-11-28 08:02:52,637.32,shipped,ESP,stripe
1216,981,2025-11-28 08:06:39,2287.78,paid,CAN,credit_card
1217,747,2025-11-28 08:06:12,462.0,cancelled,ITA,credit_card
1218,965,2025-11-28 08:04:10,28.98,delivered,ESP,credit_card
1219,581,2025-11-28 08:05:50,847.83,paid,ESP,paypal
1220,615,2025-11-28 08:06:55,2120.3,shipped,GBR,credit_card
1221,364,2025-11-28 08:03:12,336.33,cancelled,GBR,stripe
1222,505,2025-11-28 08:06:02,1334.79,shipped,FRA,credit_card
1223,763,2025-11-28 08:04:01,1991.17,delivered,USA,paypal
1224,761,2025-11-28 08:05:15,1639.77,delivered,ESP,stripe
1225,524,2025-11-28 08:04:31,858.94,shipped,CAN,paypal
1226,187,2025-11-28 08:03:23,2046.69,shipped,CAN,stripe
1227,984,2025-11-28 08:07:12,360.98,delivered,ITA,stripe
1228,125,2025-11-28 08:04:38,1610.92,shipped,FRA,paypal
1229,313,2025-11-28 08:02:18,1944.68,paid,AUS,credit_card
1230,910,2025-11-28 08:07:03,161.69,pending,ESP,credit_card
1231,493,2025-11-28 08:02:45,2941.6,delivered,ITA,paypal
1232,676,2025-11-28 08:03:28,674.26,shipped,FRA,credit_card
1233,670,2025-11-28 08:07:36,1419.42,paid,USA,paypal
1234,728,2025-11-28 08:02:25,348.3,paid,CAN,stripe
1235,32,2025-11-28 08:03:03,485.07,paid,ESP,stripe
1236,522,2025-11-28 08:03:12,201.54,paid,FRA,paypal
1237,156,2025-11-28 08:04:58,2458.81,paid,ESP,credit_card
1238,390,2025-11-28 08:04:56,945.63,paid,ESP,paypal
1239,592,2025-11-28 08:06:53,866.31,paid,USA,stripe
1240,393,2025-11-28 08:06:21,1430.18,shipped,CAN,credit_card
1241,800,2025-11-28 08:06:46,3941.64,cancelled,CAN,credit_card
1242,458,2025-11-28 08:04:35,1886.97,cancelled,GBR,paypal
1243,788,2025-11-28 08:01:39,1360.59,shipped,DEU,credit_card
1244,361,2025-11-28 08:03:32,913.04,shipped,CAN,credit_card
1245,897,2025-11-28 08:06:55,3002.65,delivered,ESP,credit_card
1246,378,2025-11-28 08:07:30,2047.62,paid,ESP,stripe
1247,617,2025-11-28 08:04:10,556.97,paid,AUS,paypal
1248,288,2025-11-28 08:07:35,91.62,paid,DEU,credit_card
1249,392,2025-11-28 08:04:24,1637.05,shipped,CAN,stripe
1250,939,2025-11-28 08:07:13,1292.49,cancelled,USA,stripe
1251,941,2025-11-28 08:04:30,1036.88,delivered,CAN,stripe
1252,508,2025-11-28 08:05:52,1313.12,shipped,CAN,credit_card
1253,442,2025-11-28 08:06:21,1341.4,paid,ESP,paypal
1254,772,2025-11-28 08:06:33,2649.98,paid,DEU,paypal
1255,42,2025-11-28 08:05:23,1009.61,paid,AUS,stripe
1256,120,2025-11-28 08:05:58,1068.5,delivered,ESP,paypal
1257,131,2025-11-28 08:05:58,676.92,paid,AUS,stripe
1258,254,2025-11-28 08:06:36,871.7,paid,DEU,stripe
1259,240,2025-11-28 08:07:17,1566.48,paid,ITA,paypal
1260,491,2025-11-28 08:04:23,908.98,cancelled,DEU,stripe
1261,463,2025-11-28 08:05:37,2565.19,delivered,ITA,credit_card
1262,113,2025-11-28 08:02:59,1168.92,shipped,ESP,paypal
1263,150,2025-11-28 08:06:10,2077.62,paid,CAN,paypal
1264,56,2025-11-28 08:01:48,532.53,paid,ITA,credit_card
1265,738,2025-11-28 08:05:02,838.16,paid,DEU,credit_card
1266,767,2025-11-28 08:02:04,2454.18,delivered,ITA,paypal
1267,233,2025-11-28 08:06:47,85.62,delivered,USA,credit_card
1268,356,2025-11-28 08:07:27,276.68,paid,DEU,credit_card
1269,265,2025-11-28 08:04:41,1871.68,delivered,ESP,paypal
1270,449,2025-11-28 08:06:26,3173.76,delivered,ESP,credit_card
1271,199,2025-11-28 08:06:17,306.43,paid,DEU,credit_card
1272,701,2025-11-28 08:02:33,186.15,paid,AUS,paypal
